tweets,status
#Covid19 | Iglesias de Quito reabren sus puertas a los fieles. ¿Qué protocolos de bioseguridad deben cumplir? » https://t.co/NL3dzZAjlX https://t.co/knN221HjDf,positivo
"El Foro por el Bicentenario de Cuenca se pronuncia tras la emergencia sanitaria en Azuay provocado por la
 COVID19, uno de sus miembros el economista Enrique Serrano comentó 
“exhortamos unidad de liderazgo en la provincia, y entrega de información real"".",positivo 
"Hace dos semanas, el Ecuador se convirtió en uno de los países con mayor número de contagios. Sin embargo, su evolución se ha detenido en comparación con Chile, Perú y Colombia. Para mayor información: https://t.co/C6yiEyIQ1L
#AsesoramientoEstratégico #Coronavirus #Covid19 https://t.co/nm3f2w3eit",positivo
https://t.co/8Ab7Xm72Lc ,positivo
"#LOJA. En #Celica los casos de coronavirus siguen aumentando, al igual que el número de personas que forman parte del cerco epidemiológico",negativo
Evita lugares con mucha gente.,positivo
" @UNSIONTV: Segun el informe de la Coordinacion de Salud, en la Zona 6 existen 1 247 casos positivos de COVID-19, Azuay 819 contagios, Ca,""""",negativo
Coronavirus en Ecuador: 39.994 casos confirmados. Salud registra 3.394 oficiales y 11.280 personas que han recibido el alta epidemiológica. https://t.co/67KZlUHKZP → Expreso https://t.co/QffRvNkp1L,negativo
"#ATENCIÓN | La cifra de fallecidos ya contabiliza 3.438 casos por #Covid_19 y 2.201 fallecidos probables a causa de #coronavirus. 
» https://t.co/o9mqxDdP3k https://t.co/9QzvoD4BSl",negativo
"#Ecuador suma casi 900 casos de #coronavirus y ya roza los 40.000 contagios
https://t.co/zR2EkIYdxI",negativo
"#1Jun #Coronavirus #Ecuador  El aeropuerto de la capital ecuatoriana 🇪🇨, Quito, reabrió este lunes sus operaciones comerciales, que estuvieron suspendidas durante 
75 días, en el marco de la emergencia sanitaria declarada por la pandemia del coronavirus.",positivo
"La pequeña Camelia ha muerto este domingo en un hospital de Murcia sin poder decir adiós a su padre, que estaba en Ecuador por la pandemia de coronavirus https://t.co/eqDUuOgIET",negativo
" @UELIQuito: Este año el #COVID-19 no detiene el festejo del Dia del niño, compartamos la felicidad de nuestros niños junto a la #Inmacul,""""",positivo 
"Coronavirus: Locales comerciales de Machala reiniciaron labores en primer dia de semaforo amarillo  @elyex,""""",positivo 
"Hay buenas noticias en Guayaquil sobre el Covid-19 El problema es que solo nos fijamos en las malas y decae nuestr ,""""
",negativo 
" @FutGooolEc: ¡ATENTOS!  @gatoradeecuador propone correr sin salir de casa mientras ayuda a 
personas con mayor vulnerabilidad en la pande,""""",positivo
"[INFOGRAFÍAS] | El 3 de junio, #Quito retoma parcialmente sus actividades  en la 'nueva normalidad'. PRIMICIAS le explica todas las reglas que debe seguir. » https://t.co/HanCNC7YdD https://t.co/c4deofO9kZ",positivo
"Ascienden a 396 las personas que han dado positivo al #Covid_19 en la provincia de Chimborazo, en #Riobamba ya son 260 personas contagiadas del Coronavirus.",negativo
"Coronavirus: Así marchan las aperturas de fronteras aéreas en países de América.👇 https://t.co/CWUF5MeakG  #planespotting #coronavirus #Mexico #Canada #Usa 
#Panama #Ecuador #Colombia #Perú #Chile #Argentina #Brasil #Elsalvador #CostaRica #Venezuela https://t.co/5IRfhuBTi8",positivo
"#Quito 
Este fue el ambiente que se vivió en la estación del #Trolebus de #ElRecreo, al sur de la capital, en el primer día de semáforo amarillo. El #TransportePúblico se reactivó hoy.
Más detalles: 
https://t.co/isNDDZgY5V
#EmergenciaSanitaria #CoronavirusEnEcuador #Covid19 https://t.co/ZzCeKDNp75",positivo
"Pocas autoridades sanitarias miden el impacto de la pandemia en el personal de salud. ¿Cuántos médicos se han contagiado de #COVID19 en América Latina? 
  🔴México: 4102 🔴Ecuador: 1548 🔴Perú: 1300 🔴Colombia: 165 🔴Bolivia: 120 🔴Venezuela: 9  ➡️https://t.co/zZuxsnPTSW https://t.co/klTb4erdry",negativo
" @elpais_america:  Brasil es el pais con mas muertes diarias por la covid-19 en el mundo   
Exigen ayuda humanitaria urgente para Vene,""""",negativo 
" @tomebamba: Este 25 de mayo, la Coordinacion Zonal 6 de Salud registra 1207 casos positivos de #Covid_19, en las tres provincias de su,""""",negativo
"Casos de #coronavirusenEcuador: martes 2 de junio: 40414 confirmados, 3438 fallecidos. ► https://t.co/4iLI8JsJ1m https://t.co/dLgi4bELTa",negativo
"#Quito|| El Centro de Salud Tipo C Conocoto Distrito 17D08, mantienen su atención normalizada en sus diferentes áreas en horarios de lunes a viernes de 8:00 a 15:30, se les recuerda a los usuarios mantener las medidas de prevención frente al #COVID19. 
#ProtegemosTuSalud https://t.co/mbMBTc594a",positivo
" @cpetersenec: Robar es reprochable normalmente, pero robar mientras la gente moria en las calles es DESPRECIABLE Continua la corrupcion,""""
",negativo 
"🔴 #ATENCIÓN | #ECUADOR El ministro de Salud, Juan Carlos Zevallos, anunció que dos cantones de Galápagos están libres de coronavirus #Covid19. Aquí los detalles 
&gt;&gt;&gt;https://t.co/juoTDh4O0c https://t.co/ukTBGaGDqx",positivo
"#COVID19 | En casa, en el trabajo y en todo lugar combatimos el virus cuando: nos lavamos bien las manos.",positivo
"CCPIDG celebró a niños y niñas de barrios populares de Guayaquil, llevando dulces, regalos y kits escolares para brindarles un momento de alegría 
y reconocer su esfuerzo por permanecer en casa para proteger su salud y prevenir el contagio del coronavirus. https://t.co/tnKQSTEX44",positivo
"#RTA Ecuador registra 1.140 nuevos casos de coronavirus y 263 fallecidos, tras dos días sin ofrecer balance. 
El número de fallecidos se elevó a 5.970, entre muertes confirmadas y probables.... https://t.co/FzmlgiGxAN https://t.co/CtGccZQg69",negativo
" @PiojoLopezEc: La @ONU_es ya hizo el pedido, pero en Ecuador se ha hecho caso omiso, y esto 
conlleva al contagio en las carceles de Ecua,""""",negativo 
El resultado: la curva de fallecidos se aplana y los contagios de #covid19 disminuyen en Guayaquil. Vía @CynthiaViteri6 https://t.co/NWtKiF2w1N,positivo
"La matriculación vehicular, al igual que la revisión técnica, siguen suspendidas en #Quito. » https://t.co/fj4JSPVpg9 https://t.co/Jr8txMDTw7",negativo
"Nuestro sondeo de percepción política de mayo, marca un 24% de aceptación a la alcaldesa de #Esmeraldas @LuciaSosaR en la gestión para combatir el #Covid19. 
#TomandoElPulsoAlEcuador https://t.co/XqMrYTU14s",positivo
"🔴 #ECUADOR
El COE nacional anunció las restricciones vigentes para el mes de junio, en medio de la emergencia sanitaria por el coronavirus #Covid19. Estas deben aplicarse en semáforo rojo, verde y amarillo &gt;&gt;&gt;https://t.co/Idma4Ty6Um https://t.co/svX6fmP8Xy",positivo
"""América Latina es la región con mayor desigualdad en el mundo. El COVID19 es una crisis dentro de la crisis que agudiza la desigualdades e inequidades. @tatibertolucci en la presentación del Análisis Rápido de Género a nivel regional sobre los impactos del COVID.
@onumujeresEcu",negativo
"#Guayaquil El resultado: la curva de fallecidos se aplana y los contagios de #covid19 disminuyen en la ciudad de Guayaquil. Vía cynthiaviteri en 
Ecuador-Guayaquil https://t.co/U1tPgBLMeK",positivo
"El Ministerio de Salud de Ecuador informó que el número de contagiados por coronavirus ascendió a 39,994, tras registrarse 896 casos en las últimas 24 horas. https://t.co/T38mnZJT88",negativo
" @martharoldos: La actuacion del COE Nacional retratada  Asi manejaron la crisis del COVID-19 en Guayaquil,""""",negativo 
"@AlbertoVAstudi1 buenas noches mi estimado amigo, le comparto un link que me parece oportuno compartirlo con el país, es un joven estudiante ex alumno del colegio 
Edmundo Chiriboga de Riobamba, hace noticia positiva en EE. UU....se que ud dará a conocer https://t.co/G3ZtJ8Ar3E",positivo
"🛑ACTUALIZACIÓN  Ecuador casos covid19, 5 junio: 42.106 contagiados. 3.592 fallecidos por coronavirus y 2.378 con sospecha https://t.co/0zvLvEVGdZ",negativo
"@inakiyfrenchy76 @Elkokoparrilla En el #Socialismo una vida digna, e incluso la propia supervivencia, dependen de tu cuenta bancaria... 
como lo ESTAMOS VIVIENDO en #Ecuador 
porque la realidad es que:
Sin billete te mueres de #COVID19ec 

#Vacuna #Pobreza #COVID19 https://t.co/5G5yxWBA7W",negativo
" @revistavistazo: Josefina Coloma es una cientifica ecuatoriana radicada en California
 El resultado de su investigacion tambien benefici,""""",positivo 
"🇪🇨 Ecuador reanuda los vuelos comerciales domésticos y retomará los internacionales durante la semana.  ⭕El toque de queda se ha reducido de 15.00  a 11.00 horas   
⭕La terminal aérea José Joaquín de Olmedo del puerto de Guayaquil reabrirá este miércoles https://t.co/MJhZFUiMln https://t.co/eg4ebI955S",positivo
" @paultutiven: ATENTOS: Desde el martes 2 de Junio Daule se convierte en el segundo canton del pais en pasar a semaforo verde - Daule fu,""""",negativo
"Coronavirus: Este miércoles, a las 22:20, Spirit retoma operaciones en Guayaquil https://t.co/pI0IMkXiz9

 #planespotting #Guayaquil #Quito #Cuenca #Colombia #Perú #Chile #Argentina #Brasil #Venezuela #Panamá #Bolivia #Uruguay #Paraguay #Mexico #Usa #spirit #Ecuador #coronavirus https://t.co/BwNgypCrIc",positivo
"🔴 #ATENCIÓN | Un centenar de personas protestaron en #Guatemala contra la cuarentena por el coronavirus #Covid19.  
La exigencia es que el Gobierno les permita ""volver al trabajo"" &gt;&gt;&gt;https://t.co/FbEm9KrEpA https://t.co/3qEeThFXIf",negativo
" @GoberChimborazo: #Chimborazo | Infografia emergencia sanitaria por COVID-19 en la provincia, con corte 14:30 del domingo 24 de mayo de,""""",negativo
"(((🔴))) EN VIVO 

Atento Ecuador 🇪🇨 Desde este martes 2 de junio, Daule empezó en color verde en semaforización por #Covid19.
👁️ Este cantón se convirtió en el segundo en el país en tomar esta decisión. 
⚖️ LA VERDAD NOS HARÁ LIBRE.
#Daule #Ecuador #Mundo #Quito #Esmeraldas https://t.co/6RyvwL3Wog",positivo
Niños venezolanos: Invisibles y en alto riesgo por el COVID-19 en Ecuador https://t.co/gfLv62gCfJ #eldato,negativo
"#Ecuador : restricciones en semáforo rojo, amarillo y verde del mes de junio ante coronavirus https://t.co/z2GRHrDMpn por @eluniversocom",positivo
" @AgriculturaEc: El sistema de riego El Marcoen la provincia de Pichincha, ejecutado por el #ProyectoPit de @AgriculturaEc ha permitid,""""",positivo 
#Coronavirus: #Quito está con #Hospitales saturados y se alista para ir a un amarillo diferenciado https://t.co/AdiUqnOZQy @elyex #Coronavirus_Quito #Deportivoquito https://t.co/XCtTjcS5J9,negativo
" @itsabela: Esta semana lanzamos #losquenoaparecen, una seccion en la que los familiares que siguen buscando los cuerpos de sus seres que,""""
",negativo 
#ATENCIÓN Aumentan los casos confirmados de #coronavirus en #Ecuador-&gt; https://t.co/oWmkMdpnhv https://t.co/4iLku4ENH1,negativo
"Un agradecimiento al Comité Especial de Emergencia por Coronavirus de Guayaquil, por la donación de medicinas. 
#QuédateEnCasa #LosRíosPuedeMás #PrefecturadeLosRíos https://t.co/UofXjOfAGq",positivo
"Aerolíneas estadounidensas reabrirán sus operaciones en Ecuador 

Spirit y American Airlines serán las primeras aerolíneas internacionales en arrancar operaciones en las ciudades de Guayaquil y Quito con destino a Miami en Florida.

Link: https://t.co/yOLJAvApLR

#KipusLaicos https://t.co/GFcJSXFtLr",positivo
"#ATENCION
El #COENacional informó que hasta hoy, 31 de mayo, en #Ecuador hay 39.994 casos confirmados de #coronavirus. Además, se reportan 5.529 víctimas mortales.
#Covid19 #Coronavirus #Cifras #QuedateEnCasa https://t.co/7MtoTqLZkl",negativo
#TeInforma II  El Ministro Juan Carlos Zevallos comunicò que  Capacidad hospitalaria de Quito frente a coronavirus está cubierta. https://t.co/FlwEyf4pie,positivo
"@nirsons Es la misma imágen que vimos en Chile, Colombia, Ecuador y Perú, protestas simultáneas, con una escalada impresionante.
 ¿No han protestado por 41 millones de desempleo y el coronavirus, pero sí por lo que ocurrió con lo de Floyd? No le quito méritos, pero hay una 'mano pelúa'.",negativo
" @AbgMCrovato: Un muy querido amigo esta muriendo en Ecuador por coronavirus Mi pediatra, 
cuido a mis hijos sin cobrar, mientras estuve,""""",negativo 
"Gobierno afirma que no gasto nada en campaña publicitaria durante la emergencia sanitaria derivada por el COVID-19 ,""""",positivo 
" @ABC_Toledo: Última hora sobre el coronavirus en Castilla-La Mancha: Cinco muertos en las 
ultimas 24 horas En Albacete no ha muerto n,""""",negativo 
La tecnología permite crear insumos como mascarillas en Ecuador. Descubre esta y otras tendencias del COVID-19 en América Latina y el Caribe en esta publicación: https://t.co/z7X0v8UHkV https://t.co/lqjWj44ULX,positivo
"#Mundo:  Ecuador, duramente afectado por el coronavirus, reanudó el lunes los vuelos comerciales domésticos y retomará los internacionales en el correr de la semana, en tanto redujo de 15 a 11 horas el toque de queda.
https://t.co/OGGpmh7Rtq",positivo
" @lahistoriaec: Ministerio de @Salud_Ec suspende uso de hidroxicloroquina como tratamiento para Covid-19, debido a estudios que demuestra,""""
",positivo 
"@ArgemiroAndrad4 Falta que tambien investiguen al Gobierno de Manabi, aqui tambien se han
 adquirido pruebas covid y ,""""",negativo 
" @diariocorreoweb: #Noticias #Ecuador De 1051 los casos confirmados de coronavirus se elevaron en El Oro a 1062, segun el ultimo reporte,""""",negativo
"Los médicos aún tratan de descubrir cómo se relaciona el Síndrome Inflamatorio Multisistémico con la infección por #coronavirus. 
El Ministerio de Salud anunció que creará un nuevo sistema de vigilancia para niños en Ecuador. » https://t.co/yi1EJreEMR #COVID19",positivo
"#Cuenca El Ayuntamiento se muestra satisfecho con la reapertura del mercadillo y 
espera ampliar puestos en las prox ,""""",positivo 
#MovilidadSostenible  #LaBiciEsElCambio  #mejorenbici  #Ecuador 🇪🇨  Una #ciclovía emergente se habilitó en #Riobamba  https://t.co/RQlBG7ksHM,positivo
"Samborondón, que pasó de semáforo rojo a amarillo el 18 de mayo, es el segundo cantón de mayor prevalencia en el país: hay 67 casos de coronavirus por cada 10 mil habitantes.
https://t.co/M9zcbpYFpB",negativo
"#Cuenca El @aytocuenca ha invertido hasta el momento cerca de 46000 euros en material de proteccion 
para los traba ,""""",positivo 
"Quito, ahora hay nuevos ricos en tiempos d coronavirus.",negativo
"El joven que falleció hoy, miércoles 27 de mayo, en el sector de la Chola Cuencana será sometido a un análisis 
para confirmar o descartar que estaba contagiado con #COVID19, señaló Pablo Bolaños, Jefe de la 
Jefatura Subzonal de Criminalística del Azuay.",negativo 
"MISERABLES. Alexandra Ocles, se defiende diciendo 'Bill Gates tampoco tiene titulo y vemos quien es.' LA CORRUPCION VENCIO AL CORONAVIRUS EN ECUADOR. @ronaldcordova @reneitor3 @turcacat @Amadita68 https://t.co/WTe3tgC29d",negativo
"Recurso de Apelación, la diligencia se cumplió mediante el sistema telemático, para salvaguardar la salud de servidores judiciales y 
usuarios contra el #COVID19. #JudicaturaEnCasa #QuédateEnCasa https://t.co/08G1MB5TpC",positivo
"Nuestro sondeo de percepción política de mayo, posiciona en un 83% de aceptación a la perfecta de #Esmeraldas @RobertaZambran6 en la gestión para combatir el #Covid19. 
#TomandoElPulsoAlEcuador
@PrefecturaESM https://t.co/29dtT0jo34",positivo
"#DESTACADO  El transporte publico urbano en #Cuenca se reactiva a partir del 
lunes 01 de junio Se pide a la ciudad ,""""",positivo 
Irene León (Red H Ecuador): el coronavirus puso en evidencia la contradicción entre el capital y la vida,negativo
"Fiscalía de Ecuador crea una ""fuerza de tarea"" para investigar los escándalos de corrupción durante la emergencia sanitaria https://t.co/YVmkb9O2Ry",positivo
"Efectivos del Municipio de Quito participaron en el control sancionatorio interinstitucional del 'Toque de Queda', para verificar el cumplimiento de 
medidas sanitarias preventivas y evitar la propagación del #COVID19. #DisciplinaParaVolver #ConMedidasSalvamosVidas https://t.co/4eIOuklX40",positivo
"Ecuador inició el proceso de renegociación de su deuda pública el miércoles 3 de junio de 2020, en el marco de la crisis sanitaria que padece el país por el coronavirus, 
causante de la enfermedad covid-19. https://t.co/ByiIr5LIax https://t.co/fIvEOeS2Ox",negativo
"Estar en semaforo amarillo  no significa que la emergencia sanitaria termino  
Desde la @emac_ep #Cuenca se recu ,""""",negativo 
La Junta envía 30 respiradores andaluces a Ecuador para ayudar en la lucha contra el coronavirus https://t.co/xEnX7WcBN8 via @nuzzel,positivo
Tungurahua registra 513 casos positivos de Coronavirus: #Ecuador suma 39.994 https://t.co/86m7vDUPJF,negativo
"Guayaquil se levanta con el compromiso de todos, por eso hemos entregado 90 pruebas rápidas COVID19 para los funcionarios del Consejo de la Judicatura del Guayas. 
La salud de todos los guayaquileños es nuestra prioridad.  @CJudicaturaEc https://t.co/N1jO1OS2lX",positivo
